Date,Price_Cobalt,Price_LME,Price_LME_All_Location_Stock,Price_WUXI,Dailymetal,LME,LME All Location Stock,WUXI
2017-01-04,14.742,32736.0,676.0,84.0,0.0,3.054834275251217e-05,-0.02170767004341534,0.004784688995215447
2017-01-05,14.742,32739.5,676.0,84.3,0.0,0.00010691593352873952,0.0,0.0035714285714285587
2017-01-06,14.742,32740.5,676.0,84.15,0.0,3.0544143924116085e-05,0.0,-0.001779359430604921
2017-01-09,14.742,32742.0,676.0,85.25,0.0,4.5814816511668965e-05,0.0,0.013071895424836555
2017-01-10,14.855,32993.0,676.0,86.45,0.007665174331840996,0.007665994746808291,0.0,0.014076246334310927
2017-01-11,15.059,33244.0,676.0,86.05,0.01373274991585327,0.007607674355166294,0.0,-0.0046269519953731075
2017-01-12,15.15,33499.0,706.0,83.95,0.006042897934789959,0.007670557093009345,0.044378698224851965,-0.02440441603718757
2017-01-13,15.513,34449.0,706.0,85.15,0.02396039603960398,0.02835905549419393,0.0,0.01429422275163783
2017-01-16,15.649,34750.0,706.0,85.4,0.00876684071423961,0.008737554065429975,0.0,0.0029359953024075125
2017-01-17,15.762,35000.0,706.0,84.4,0.0072209086842609516,0.007194244604316502,0.0,-0.011709601873536313
2017-01-18,15.876,35250.0,706.0,83.85,0.007232584697373312,0.0071428571428571175,0.0,-0.006516587677725227
2017-01-19,15.876,35250.0,706.0,83.3,0.0,0.0,0.0,-0.0065593321407274585
2017-01-20,16.103,35750.0,706.0,80.05,0.01429831191735964,0.014184397163120588,0.0,-0.039015606242497
2017-01-23,16.216,35750.0,704.0,81.75,0.00701732596410598,0.0,-0.0028328611898017497,0.02123672704559665
2017-01-24,16.216,36000.0,704.0,81.45,0.0,0.006993006993007089,0.0,-0.003669724770642202
2017-01-25,16.329,36000.0,704.0,81.35,0.006968426245683279,0.0,0.0,-0.0012277470841007831
2017-01-26,16.443,36500.0,704.0,79.95,0.006981444056586517,0.01388888888888884,0.0,-0.017209588199139425
2017-01-30,16.67,37000.0,653.0,80.55,0.013805266678829975,0.013698630136986356,-0.07244318181818177,0.007504690431519689
2017-01-31,16.67,37000.0,653.0,82.5,0.0,0.0,0.0,0.02420856610800759
2017-02-01,16.896,37500.0,652.0,83.25,0.013557288542291435,0.013513513513513598,-0.0015313935681470214,0.009090909090909038
2017-02-02,16.896,37500.0,652.0,85.6,0.0,0.0,0.0,0.028228228228228236
2017-02-03,16.896,37500.0,652.0,84.7,0.0,0.0,0.0,-0.010514018691588634
2017-02-06,17.01,37750.0,644.0,84.95,0.006747159090909172,0.006666666666666599,-0.012269938650306789,0.002951593860684776
2017-02-07,17.237,38250.0,644.0,84.75,0.013345091122868746,0.013245033112582849,0.0,-0.002354326074161306
2017-02-08,17.463,38750.0,644.0,85.65,0.013111330277890687,0.013071895424836555,0.0,0.010619469026548645
2017-02-09,17.804,39500.0,644.0,84.8,0.01952699994273588,0.019354838709677358,0.0,-0.009924109748978505
2017-02-10,18.053,39850.0,644.0,87.0,0.01398562120871727,0.008860759493670933,0.0,0.02594339622641506
2017-02-13,19.051,42250.0,638.0,87.8,0.05528167063645917,0.06022584692597244,-0.009316770186335366,0.009195402298850519
2017-02-14,19.164,42500.0,677.0,87.65,0.005931447168127768,0.00591715976331364,0.061128526645767955,-0.0017084282460135825
2017-02-15,19.504,43000.0,677.0,88.3,0.01774159883114179,0.0117647058823529,0.0,0.007415858528237118
2017-02-16,19.504,43250.0,677.0,89.6,0.0,0.005813953488372103,0.0,0.014722536806341946
2017-02-17,19.958,44250.0,677.0,89.6,0.02327727645611133,0.023121387283236983,0.0,0.0
2017-02-20,21.546,47750.0,677.0,90.1,0.07956709089087077,0.07909604519774005,0.0,0.005580357142857206
2017-02-21,21.546,47750.0,724.0,89.15,0.0,0.0,0.069423929098966,-0.010543840177580366
2017-02-22,21.546,47750.0,724.0,88.75,0.0,0.0,0.0,-0.0044868199663489206
2017-02-23,21.546,47750.0,723.0,87.2,0.0,0.0,-0.0013812154696132284,-0.01746478873239432
2017-02-24,21.546,47750.0,723.0,89.4,0.0,0.0,0.0,0.025229357798165264
